date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:23:35	129983/129983	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:31:51%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/banner-vector.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/banner-vector.png	(from https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/css/inner.css?v=265020231050352907947)
13:23:38	166270/166270	---MCZ	200	added ('OK')	image/png	date:Wed,%2005%20Apr%202023%2013:02:29%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/char-minar.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/char-minar.png	(from https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/css/inner.css?v=265020231050352907947)
13:23:41	94480/94480	---M--	200	added ('OK')	image/webp	etag:%221d816849e9dbc10%22	https://www.healthcaredms.com/themes/healthcare-dms/images/about-banner.webp	D:/clones/h1/www.healthcaredms.com/themes/healthcare-dms/images/about-banner.webp	(from https://www.healthcaredms.com/about-us)
13:23:42	52629/52629	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:31:49%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/about-us-inner-thumb.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/about-us-inner-thumb.jpg	(from https://www.healthcaredms.com/about-us)
13:23:44	59384/59384	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:31:49%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/ajay-prasad-thumb.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/ajay-prasad-thumb.jpg	(from https://www.healthcaredms.com/about-us)
13:23:45	50016/50016	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:01%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/exceeding-your-expectations-thumb.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/exceeding-your-expectations-thumb.jpg	(from https://www.healthcaredms.com/about-us)
13:23:46	22152/22152	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:31:50%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/amit-prasad.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/amit-prasad.jpg	(from https://www.healthcaredms.com/about-us/our-team)
13:23:48	28625/28625	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:25%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/sangeeta-kumar-thumb.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/sangeeta-kumar-thumb.jpg	(from https://www.healthcaredms.com/about-us/our-team)
13:23:49	58838/58838	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:27%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/sonu-sharma.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/sonu-sharma.jpg	(from https://www.healthcaredms.com/about-us/our-team)
13:23:51	62619/62619	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:31:49%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/amarjeet-kr-sudhanshoo.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/amarjeet-kr-sudhanshoo.jpg	(from https://www.healthcaredms.com/about-us/our-team)
13:23:52	44641/44641	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:23%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/ramesh-kumar.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/ramesh-kumar.jpg	(from https://www.healthcaredms.com/about-us/our-team)
13:23:54	43785/43785	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:23%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/rahul-anand.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/rahul-anand.jpg	(from https://www.healthcaredms.com/about-us/our-team)
13:23:55	37856/37856	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2022%20May%202023%2008:27:43%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/nayan.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/nayan.jpg	(from https://www.healthcaredms.com/about-us/our-team)
13:23:57	92790/92790	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:32%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/vishal-kumar-dp.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/vishal-kumar-dp.jpg	(from https://www.healthcaredms.com/about-us/our-team)
13:23:59	50173/50173	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:23%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/ram-thakur.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/ram-thakur.jpg	(from https://www.healthcaredms.com/about-us/our-team)
13:24:01	95217/95217	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2022%20May%202023%2008:27:43%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/vipul.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/vipul.jpg	(from https://www.healthcaredms.com/about-us/our-team)
13:24:02	60729/60729	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2025%20Sep%202023%2012:55:29%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/kirti-bala.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/kirti-bala.jpg	(from https://www.healthcaredms.com/about-us/our-team)
13:24:05	137290/137290	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:23%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/rakesh-nandan.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/rakesh-nandan.jpg	(from https://www.healthcaredms.com/about-us/our-team)
13:24:06	28262/28262	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:23%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/ratnesh-kr-sinha.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/ratnesh-kr-sinha.jpg	(from https://www.healthcaredms.com/about-us/our-team)
13:24:08	20308/20308	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:28%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/tarannum-fatma.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/tarannum-fatma.jpg	(from https://www.healthcaredms.com/about-us/our-team)
13:24:09	31598/31598	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2025%20Sep%202023%2006:37:47%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/deepak-kumar.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/deepak-kumar.jpg	(from https://www.healthcaredms.com/about-us/our-team)
13:24:11	32016/32016	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2022%20May%202023%2008:27:42%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/anand.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/anand.jpg	(from https://www.healthcaredms.com/about-us/our-team)
13:24:12	27978/27978	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2022%20May%202023%2008:27:43%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/sanchita.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/sanchita.jpg	(from https://www.healthcaredms.com/about-us/our-team)
13:24:14	79746/79746	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2013%20May%202024%2006:45:46%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/saurav-kumar.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/saurav-kumar.jpg	(from https://www.healthcaredms.com/about-us/our-team)
13:24:16	151405/151405	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:24%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/ritu-kumari.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/ritu-kumari.jpg	(from https://www.healthcaredms.com/about-us/our-team)
13:24:17	25993/25993	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2025%20Sep%202023%2006:37:48%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/aagastya.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/aagastya.jpg	(from https://www.healthcaredms.com/about-us/our-team)
13:24:19	13633/13633	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:31:49%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/af2b96e1-2da5-4af8-8933-b9e3618952c2_who-whoose-healthcare-dms-thumb.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/af2b96e1-2da5-4af8-8933-b9e3618952c2_who-whoose-healthcare-dms-thumb.png	(from https://www.healthcaredms.com/healthcare-seo-agency)
13:24:20	39132/39132	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:31:54%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/case-study1-bg.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/case-study1-bg.jpg	(from https://www.healthcaredms.com/healthcare-seo-agency)
13:24:21	39196/39196	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:31:54%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/case-study2-bg.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/case-study2-bg.jpg	(from https://www.healthcaredms.com/healthcare-seo-agency)
13:24:23	45668/45668	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:31:54%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/case-study3-bg.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/case-study3-bg.jpg	(from https://www.healthcaredms.com/healthcare-seo-agency)
13:24:24	75274/75274	---M--	200	added ('OK')	image/webp	etag:%221d816849f34458a%22	https://www.healthcaredms.com/themes/healthcare-dms/images/ppc-banner.webp	D:/clones/h1/www.healthcaredms.com/themes/healthcare-dms/images/ppc-banner.webp	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:25	45942/45942	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:19%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/paid-advertistment-healthcare.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/paid-advertistment-healthcare.jpg	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:26	4111/4111	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:03%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/google.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/google.png	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:27	4007/4007	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:03%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/google-shoping.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/google-shoping.png	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:28	2110/2110	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:31:52%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/bing.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/bing.png	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:29	2220/2220	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:35%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/youtube.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/youtube.png	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:30	1156/1156	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:02%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/facebook.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/facebook.png	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:32	7723/7723	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:09%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/instagram.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/instagram.png	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:33	1549/1549	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:11%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/linkedin.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/linkedin.png	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:34	2420/2420	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:29%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/twitter.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/twitter.png	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:35	18127/18127	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:25%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/seo.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/seo.jpg	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:36	3935/3935	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:01%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/drive-traffic.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/drive-traffic.png	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:36	6931/6931	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:31:57%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/cost-effective.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/cost-effective.png	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:37	4142/4142	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:02%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/flexibility.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/flexibility.png	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:37	5580/5580	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:01%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/extensive-keyword-research.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/extensive-keyword-research.png	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:38	4370/4370	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:01%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/effective-ad-copies.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/effective-ad-copies.png	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:39	4143/4143	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:11%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/landing-page-optimization.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/landing-page-optimization.png	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:39	5980/5980	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:22%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/ppc-strategies.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/ppc-strategies.png	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:40	4510/4510	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:29%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/transparent-reports.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/transparent-reports.png	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:41	47625/47625	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:31:58%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/dental-clinics-dentists.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/dental-clinics-dentists.jpg	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:42	47697/47697	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:08%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/hostipal.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/hostipal.jpg	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:44	41000/41000	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:00%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/doctors-physicians.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/doctors-physicians.jpg	(from https://www.healthcaredms.com/healthcare-ppc)
13:24:45	47644/47644	---M--	200	added ('OK')	image/webp	etag:%221d816849f35d99c%22	https://www.healthcaredms.com/themes/healthcare-dms/images/website-design-and-development-banner.webp	D:/clones/h1/www.healthcaredms.com/themes/healthcare-dms/images/website-design-and-development-banner.webp	(from https://www.healthcaredms.com/website-design-and-development)
13:24:48	353860/353860	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:00%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/drarjunreddy-thumb.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/drarjunreddy-thumb.jpg	(from https://www.healthcaredms.com/website-design-and-development)
13:24:50	607492/607492	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:30%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/vardhanayurveda-thumb.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/vardhanayurveda-thumb.jpg	(from https://www.healthcaredms.com/website-design-and-development)
13:24:52	247628/247628	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:01%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/drhemantsaluja-thumb.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/drhemantsaluja-thumb.jpg	(from https://www.healthcaredms.com/website-design-and-development)
13:24:56	695858/695858	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:02%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/flyingdoctorsindia-in-thumb.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/flyingdoctorsindia-in-thumb.jpg	(from https://www.healthcaredms.com/website-design-and-development)
13:24:58	49236/49236	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:34%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/website-design-and-development.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/website-design-and-development.png	(from https://www.healthcaredms.com/website-design-and-development)
13:24:59	5905/5905	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:31:49%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/ama-icon.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/ama-icon.png	(from https://www.healthcaredms.com/website-design-and-development)
13:25:00	3371/3371	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:31:58%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/digital-health-icon.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/digital-health-icon.png	(from https://www.healthcaredms.com/website-design-and-development)
13:25:00	4964804/4964804	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:11%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/knee-xper-website.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/knee-xper-website.jpg	(from https://www.healthcaredms.com/website-design-and-development)
13:25:01	5141/5141	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:31:59%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/diy-icon.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/diy-icon.png	(from https://www.healthcaredms.com/website-design-and-development)
13:25:02	5296/5296	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:09%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/industry-icon.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/industry-icon.png	(from https://www.healthcaredms.com/website-design-and-development)
13:25:03	4912/4912	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:07%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/hospital-icon.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/hospital-icon.png	(from https://www.healthcaredms.com/website-design-and-development)
13:25:04	11035/11035	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:10%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/ivf-icon.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/ivf-icon.png	(from https://www.healthcaredms.com/website-design-and-development)
